ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code
abkhaz,Abkhaz,,43.08,41,abkh1244,abk
adyghe,Adyghe,,45.23,40.58,adyg1241,ady
avar,Avar,,42.5,46.5,avar1256,ava
tsez,Tsez,,42.25,45.75,dido1241,ddo
lak,Lak,,42.17,47.17,lakk1252,lbe
lezgian,Lezgian,,41.67,47.83,lezg1247,lez
dargwa,Dargwa,,42.25,47.42,darg1241,dar
chechen,Chechen,,43.25,45.83,chec1245,che
standardarabic,Standard Arabic,,25,42,stan1318,arb
modernhebrew,Modern Hebrew,,31.5,34.83,hebr1245,heb
mandarinchinese,Mandarin Chinese,,34,110,mand1415,cmn
Changsha,Changsha,Eurasia,28.85032,112.943344,chan1326,
Chengdu,Chengdu,Eurasia,30.605768,103.970947,chen1267,
Fuzhou,Fuzhou,Eurasia,26.08904,119.294243,fuzh1239,
Guilin,Guilin,Eurasia,25.266667,110.283333,guil1241,
Haerbin,Ha_erbin,Eurasia,45.846595,126.551056,haer1234,
Jinan,Jinan,Eurasia,36.690777,116.997299,jina1245,
Jixi,Jixi,Eurasia,30.071111,118.592222,jixi1238,
Loudi,Loudi,Eurasia,27.733333,111.9281883,loud1234,
Meixian,Meixian,Eurasia,24.3522958,115.8903375,yuet1238,
Nanchang,Nanchang,Eurasia,28.706609,115.857468,nanc1254,
Nanjing,Nanjing,Eurasia,32.0989607,118.4575646,nanj1234,
Rongcheng,Rongcheng,Eurasia,37.130642,122.434269,rong1271,
Suzhou,Suzhou,Eurasia,31.3280439,120.364116,suzh1234,
Taiyuan,Taiyuan,Eurasia,37.8632119,112.4024883,taiy1243,
Wenzhou,Wenzhou,Eurasia,28.005496,120.701179,ouji1238,
XiAn,Xi_an,Eurasia,34.228154,108.960571,xian1253,
Xiamen,Xiamen,Eurasia,24.49421,118.08918,xiam1236,
Western_Xiangxi,Western Xiangxi,,,,nort2748,
Eastern_Xiangxi,Eastern Xiangxi,Eurasia,28.7318,109.756,east2371,muq
Qiandong,Qiandong,,,,east2369,
Chuanqiandian,Chuanqiandian,Eurasia,24.041944,104.191944,nort3244,
Diandongbei,Diandongbei,Eurasia,27.8682,104.06,larg1235,hmd
Hmong_Daw,Hmong Daw,Eurasia,21.5461,103.164,hmon1333,mww
Hmong_Njua,Hmong Njua,Eurasia,22.5638,101.95,hmon1264,hnj
Bunu,Bunu,Eurasia,24.1025,107.711,buna1273,bwx
Baonao,Baonao,Eurasia,24.1025,107.711,buna1273,bwx
Numao,Numao,Eurasia,,,numa1251,
Longhua_Jiongnai,Longhua Jiongnai,Eurasia,23.8692,110.007,jion1236,pnu
Liuxiang_Jiongnai,Liuxiang Jiongnai,Eurasia,23.8692,110.007,jion1236,pnu
Xiaozhai_Younuo,Xiaozhai Younuo,Eurasia,25.7638,110.474,youn1235,buh
Huangluo_Younuo,Huangluo Younuo,Eurasia,25.7638,110.474,youn1235,buh
Northern_Pa-Hng,Northern Pa-Hng,Eurasia,22.8049,105.165,pahn1237,pha
Southern_Pa-Hng,Southern Pa-Hng,Eurasia,22.8049,105.165,pahn1237,pha
Hm-Nai,Hm-Nai,Eurasia,27.9649,110.473,wuna1248,bwn
Lianhua_She,Lianhua She,Eurasia,23.0399,114.814,shee1238,shx
Luofu_She,Luofu She,Eurasia,23.0399,114.814,shee1238,shx
Pa_Na,Pa Na,Eurasia,26.263819,110.096687,pana1310,
Batek_Deq_Koh,Batek Deq Koh,Eurasia,4.8223,102.382,bate1262,btq
Batek_Deq_Terengganu,Batek Deq Terengganu,Eurasia,4.8223,102.382,bate1262,btq
Batek_Teq,Batek Teq,Eurasia,4.8223,102.382,bate1262,btq
Batek_Teh_Lebir,Batek Teh Lebir,Eurasia,4.8223,102.382,bate1262,btq
Batek_Teh_Taku,Batek Teh Taku,Eurasia,4.8223,102.382,bate1262,btq
Menriq_Lah,Menriq Lah,Eurasia,5.01108,102.047,minr1238,mnq
Menriq_Rual,Menriq Rual,Eurasia,5.01108,102.047,minr1238,mnq
Jahai_Banun,Jahai Banun,Eurasia,5.63695,101.541,jeha1242,jhi
Jahai_Rual,Jahai Rual,Eurasia,5.63695,101.541,jeha1242,jhi
Kensiw_Kedah,Kensiw Kedah,Eurasia,5.98085,101.026,kens1248,kns
Kintaq,Kintaq,Eurasia,5.75004,101.277,kint1239,knq
Kensiw_Perak,Kensiw Perak,Eurasia,5.98085,101.026,kens1248,kns
Tenen_Paborn,Tenen Paborn,Eurasia,6.88137,100.102,tong1308,tnz
Tenen_Palian,Tenen Palian,Eurasia,6.88137,100.102,tong1308,tnz
Ceq_Wong,Ceq Wong,Eurasia,3.83331,102.081,chew1245,cwg
Jah_Hut,Jah Hut,Eurasia,3.67619,102.291,jahh1242,jah
Lanoh_Kertei,Lanoh Kertei,Eurasia,4.90934,100.986,lano1248,lnh
Semnam_Bal,Semnam Bal,Eurasia,5.27617,101.058,semn1250,ssm
Semnam_Malau,Semnam Malau,Eurasia,5.27617,101.058,semn1250,ssm
Temiar_Kelantan,Temiar Kelantan,Eurasia,4.974,101.438,temi1246,tea
Temiar_Perak,Temiar Perak,Eurasia,4.974,101.438,temi1246,tea
Semai_Kampar,Semai Kampar,Eurasia,4.13257,101.477,sema1266,sea
Semai_Ringlet,Semai Ringlet,Eurasia,4.13257,101.477,sema1266,sea
Khmer_Siem_Reap,Khmer Siem Reap,Eurasia,12.0515,105.015,cent1989,khm
Khmer_Surin,Khmer Surin,Eurasia,,,suri1265,kxm
Mah_Meri,Mah Meri,Eurasia,2.717,101.676,besi1244,mhe
Semaq_Beri_Berua,Semaq Beri Brwe,Eurasia,4.1217,102.816,sema1265,szc
Semaq_Beri_Jaboy,Semaq Beri Jaboy,Eurasia,4.1217,102.816,sema1265,szc
Maniq,Maniq,Eurasia,6.88137,100.102,tong1308,tnz
Mon,Mon,Eurasia,,,monn1253,mnw
Banoni_4,Banoni,,,,bann1247,bcm
Gedaged_7,Gedaged,,,,geda1237,gdd
Giman_10,Gimán,,,,gane1237,gzn
FijianBau_11,Fijian (Bau),,,,bauu1243,fij
Canala_19,Canala,,,,xara1244,ane
KilokakaYsabel_21,Kilokaka (Ysabel),,,,zaza1245,jaj
Kis_23,Kis,,,,kiss1246,kis
Mor_24,Mor,,,,morm1235,mhz
Mota_25,Mota,,,,mota1237,mtt
Motu_26,Motu,,,,motu1246,meu
Kairiru_30,Kairiru,,,,kair1263,kxa
Bughotu_37,Bughotu,,,,bugh1239,bgt
Ali_39,Ali,,,,kapp1237,ykm
AmbaiYapen_40,Ambai (Yapen),,,,amba1265,amk
BigaMisool_46,Biga (Misool),,,,matb1237,xmt
Buli_49,Buli,,,,buli1255,bzq
Hoava_54,Hoava,,,,hoav1238,hoa
KaulongAuVillage_56,Kaulong (Au Village),,,,kaul1240,pss
KayupulauKajupulau_57,Kayupulau [Kajupulau],,,,kayu1243,kzu
Nukuoro_64,Nukuoro,,,,nuku1260,nkr
Kusaie_65,Kusaie,,,,kosr1238,kos
Kwaio_66,Kwaio,,,,kwai1243,kwd
LamogaiMulakaino_67,Lamogai (Mulakaino),,,,lamo1244,lmg
Lau_68,Lau,,,,lauu1247,llu
Leipon_69,Leipon,,,,leip1237,lek
Levei_71,Levei,,,,kheh1237,tlx
Likum_72,Likum,,,,liku1243,lib
Loniu_73,Loniu,,,,loni1238,los
Lou_74,Lou,,,,louu1245,loj
Nelemwa_76,Nêlêmwa,,,,kuma1276,nee
Yapese_77,Yapese,,,,yape1248,yap
Mussau_79,Mussau,,,,muss1248,emi
Maleu_82,Maleu,,,,male1289,mgl
Marovo_87,Marovo,,,,maro1244,mvo
Mekeo_89,Mekeo,,,,meke1243,mek
Mengen_91,Mengen,,,,meng1267,mee
MinyaifuinGebe_93,Minyaifuin (Gebe),,,,gebe1237,gei
Misima_94,Misima,,,,misi1243,mpx
Nauna_96,Nauna,,,,naun1237,ncn
Nauru_97,Nauru,,,,naur1243,nau
NehanHape_98,Nehan Hape,,,,neha1247,nsn
Nengone_99,Nengone,,,,neng1238,nen
Nggela_102,Nggela,,,,gela1263,nlg
Nguna_103,Nguna,,,,ngun1274,llp
Numfor_106,Numfor,,,,biak1248,bhw
PaameseSouth_108,Paamese (South),,,,sout2858,pma
Raga_113,Raga,,,,hano1246,lml
Rotuman_116,Rotuman,,,,rotu1241,rtm
Roviana_117,Roviana,,,,rovi1238,rug
AmbrymSouthEast_120,"Ambrym, South-East",,,,sout2859,tvk
Seimat_121,Seimat,,,,seim1238,ssg
Sengseng_123,Sengseng,,,,seng1281,ssz
Sobei_126,Sobei,,,,sobe1238,sob
Tabar_129,Tabar,,,,taba1261,tbf
Tangga_131,Tangga,,,,tang1348,hrc
Tarpia_132,Tarpia,,,,tarp1240,tpf
Tigak_135,Tigak,,,,tiga1245,tgc
Vaghua_139,Vaghua,,,,vagh1249,tva
Vitu_140,Vitu,,,,mudu1242,wiv
Wampar_141,Wampar,,,,wamp1247,lbq
Waropen_142,Waropen,,,,waro1242,wrp
WindesiWandamen_145,Windesi Wandamen,,,,wand1267,wad
Wogeo_146,Wogeo,,,,woge1237,woc
Wuvulu_148,Wuvulu,,,,wuvu1240,wuv
AnejomAneityum_149,Anejom (Aneityum),,,,anei1239,aty
Kilivila_159,Kilivila,,,,kili1267,kij
Lenakel_162,Lenakel,,,,lena1238,tnl
MagoriSouthEastPapua_164,Magori (South East Papua),,,,mago1248,zgr
Maisin_165,Maisin,,,,mais1250,mbq
Manam_168,Manam,,,,mana1295,mva
Lamusong_171,Lamusong,,,,lamu1255,lbv
Patpatar_178,Patpatar,,,,patp1243,gfk
Ponapean_179,Ponapean,,,,pohn1238,pon
Ririo_182,Ririo,,,,riri1237,rri
Teop_187,Teop,,,,teop1238,tio
Varisi_191,Varisi,,,,vari1239,vrs
Dehu_196,Dehu,,,,dehu1237,dhv
Rennellese_206,Rennellese,,,,mung1271,mnv
As_207,As,,,,asss1237,asz
Jawe_212,Jawe,,,,jawe1237,jaz
KwaraaeSolomonIslands_213,Kwara'ae (Solomon Islands'),,,,kwar1239,kwf
Molima_219,Molima,,,,moli1248,mox
Roro_220,Roro,,,,waim1251,rro
Ubir_222,Ubir,,,,ubir1237,ubr
Toambaita_223,To'ambaita,,,,toab1237,mlu
Taiof_225,Taiof,,,,sapo1253,sps
Suau_227,Suau,,,,suau1242,swp
TannaSouthwest_228,"Tanna, Southwest",,,,sout2869,nwi
SakaoPortOlry_230,Sakao (Port-Olry),,,,saka1289,sku
NumbamiSiboma_231,Numbami (Siboma),,,,numb1247,sij
ZabanaKia_234,Zabana (Kia),,,,zaba1237,kji
Takuu_244,Takuu,,,,taku1257,nho
Tokelau_245,Tokelau,,,,toke1240,tkl
UveaWest_259,"Uvea, West",,,,west2516,uve
Lakalai_281,Lakalai,,,,naka1262,nak
Kove_282,Kove,,,,kove1237,kvc
Amara_285,Amara,,,,amar1272,aie
Aria_287,Aria,,,,mouk1239,mwh
SouthEfate_322,South Efate,,,,sout2856,erk
Yabem_334,Yabem,,,,yabe1254,jae
Puluwatese_336,Puluwatese,,,,pulu1242,puw
PuloAnnan_337,Pulo-Annan,,,,pulo1240,sov
SaipanCarolinian_338,Saipan Carolinian,,,,caro1242,cal
Mokilese_342,Mokilese,,,,moki1238,mkj
Satawalese_343,Satawalese,,,,sata1237,stw
Marshallese_344,Marshallese,,,,mars1254,mah
Kiribati_346,Kiribati,,,,gilb1244,gil
Woleaian_347,Woleaian,,,,wole1240,woe
Chuukese_349,Chuukese,,,,chuu1238,chk
Nembao_352,Nembao,,,,amba1266,utp
Asumboa_353,Asumboa,,,,asum1237,aua
Tanimbili_354,Tanimbili,,,,tani1255,tbe
Buma_355,Buma,,,,tean1237,tkw
Vano_356,Vano,,,,vano1237,vnk
Tanema_357,Tanema,,,,tane1237,tnx
TungagTungakLavongai_359,Tungag / Tungak / Lavongai,,,,tung1290,lcm
Sisingga_363,Sisingga,,,,sisi1250,baa
Siar_364,Siar,,,,siar1238,sjr
Kokota_365,Kokota,,,,koko1269,kkk
Takia_366,Takia,,,,taki1248,tbc
Sudest_367,Sudest,,,,sude1239,tgo
Nalik_368,Nalik,,,,nali1244,nal
Diodio_374,Diodio,,,,diod1237,ddi
Mwotlap_376,Mwotlap,,,,motl1237,mlv
Haku_377,Haku,,,,hako1237,hao
Tolai_382,Tolai,,,,kuan1248,ksd
Madak_383,Madak,,,,mada1285,mmx
KaraWest_384,Kara (West),,,,west2524,leu
LihirSunglik_385,Lihir (Sunglik),,,,lihi1237,lih
LungaLungaMinigir_386,Lunga Lunga  (Minigir),,,,mini1251,vmg
Barok_387,Barok,,,,baro1253,bjk
Kandas_388,Kandas,,,,kand1301,kqw
Torau_390,Torau,,,,tora1259,ttu
Tiang_391,Tiang,,,,tian1237,tbj
Bilur_392,Bilur,,,,bilu1244,bxf
Kuni_393,Kuni,,,,kuni1263,kse
Doura_396,Doura,,,,tour1243,don
Gabadi_397,Gabadi,,,,abad1241,kbt
Solos_398,Solos,,,,solo1257,sol
Matukar_400,Matukar,,,,matu1261,mjk
Riwo_401,Riwo,,,,geda1237,gdd
Bilibil_402,Bilibil,,,,bilb1241,brz
Saliba_404,Saliba,,,,sali1295,sbe
Nahavaq_453,Nahavaq,,,,sout2857,sns
Avava_456,Avava,,,,katb1237,tmb
Naman_457,Naman,,,,litz1237,lzl
Nese_459,Nese,,,,nese1235,
Tape_460,Tape,,,,mara1399,mrs
SyeErromangan_463,Sye (Erromangan),,,,siee1239,erg
Ura_464,Ura,,,,urav1235,uur
ArakiSouthwestSanto_465,Araki (Southwest Santo),,,,arak1252,akr
Tolo_469,Tolo,,,,tolo1254,tlr
Merei_470,Merei,,,,mere1242,lmb
Iaai_471,Iaai,,,,iaai1238,iai
Simbo_473,Simbo,,,,simb1256,sbb
Uruava_474,Uruava,,,,urua1242,urv
Namakir_475,Namakir,,,,nama1268,nmk
Orkon_476,Orkon,,,,orko1234,
Kwamera_477,Kwamera,,,,kwam1252,tnk
Neveei_484,Neve'ei,,,,vinm1237,vnm
Aiwoo_501,Äiwoo,,,,ayiw1239,nfl
Nanggu_502,Nanggu,,,,nang1262,ngr
MaloSantaCruz_504,"Malo, Santa Cruz",,,,malo1246,ntu
Kubokota_508,Kubokota,,,,kubo1244,ghn
Luqa_509,Luqa,,,,lung1249,lga
SivisaTitan_510,Sivisa Titan,,,,tita1241,ttv
Gumawana_511,Gumawana,,,,guma1254,gvs
WesternFijianNavosa_512,Western Fijian (Navosa),,,,west2519,wyy
Tawaroga_516,Tawaroga,,,,kahu1241,agw
Ughele_518,Ughele,,,,ughe1237,uge
Nduke_521,Nduke,,,,duke1237,nke
Kusaghe_528,Kusaghe,,,,kusa1251,ksg
MonoAlu_530,Mono (Alu),,,,aluu1243,mte
Dorio_532,Dori'o,,,,dori1246,dor
Vangunu_535,Vangunu,,,,vang1243,mpr
GhariTandai_540,Ghari (Tandai),,,,tand1254,gri
Malango_542,Malango,,,,mala1484,mln
Mbirao_548,Mbirao,,,,bira1254,brr
Langalanga_549,Langalanga,,,,wala1266,lgl
Kwai_550,Kwai,,,,gula1270,gmb
LaghuSamasodu_553,Laghu (Samasodu),,,,lagh1246,lgb
NggaoPoro_555,Nggao (Poro),,,,gaoo1237,gga
FaganiRihua_556,Fagani (Rihu'a),,,,rihu1237,faf
Oroha_557,Oroha,,,,oroh1237,ora
SantaCatalina_558,Santa Catalina,,,,sant1413,stn
Longgu_561,Longgu,,,,long1395,lgu
Lengo_563,Lengo,,,,leng1259,lgr
Mbaelelea_564,Mbaelelea,,,,bael1237,bvc
Mbaengguu_565,Mbaengguu,,,,baeg1237,bvd
Fataleka_566,Fataleka,,,,fata1245,far
BauroHaununu_567,Bauro (Haununu),,,,haun1237,bxa
Sengga_571,Sengga,,,,seng1280,baa
MaringeLeleghia_574,Maringe (Leleghia),,,,mari1427,mrn
SaaAuluVillage_576,Sa'a (A'ulu Village),,,,saaa1240,apb
Blablanga_580,Blablanga,,,,blab1237,blp
ArosiTawatanaVillage_584,Arosi (Tawatana Village),,,,aros1241,aia
AreareMaasupaVillage_585,'Are'are (Ma'asupa Village),,,,area1240,alu
Hiw_639,Hiw,,,,hiww1237,hiw
ApmaSuruMwerani_641,Apma (Suru Mwerani),,,,apma1240,app
Sasoutheasterndialect_643,Sa (south-eastern dialect),,,,saaa1241,sax
Sowa_644,Sowa,,,,sowa1244,sww
SkeSeke_645,Ske (Seke),,,,seke1241,ske
Muyuw_646,Muyuw,,,,muyu1244,myw
HaliaSelau_647,Halia (Selau),,,,hali1244,hla
Tawala_651,Tawala,,,,tawa1275,tbo
Niuafoou_659,Niuafo'ou,,,,niua1240,num
Nimoa_669,Nimoa,,,,nimo1246,nmw
Lemerig_696,Lemerig,,,,leme1238,lrz
Nanumea_753,Nanumea,,,,nort2844,tvl
Pingilapese_794,Pingilapese,,,,ping1243,pif
DaakakaWestAmbrymVanuatu_798,"Daa kaka (West Ambrym, Vanuatu)",,,,daka1243,bpa
Piva_858,Piva,,,,lawu1237,tgi
MortlockeseLukunosh_923,Mortlockese (Lukunosh),,,,mort1237,mrl
Papitalai_995,Papitalai,,,,papi1254,pat
Lelepa_1000,Lelepa,,,,lele1267,lpa
Roria_1006,Roria,,,,rori1237,rga
BiereboYevali_1007,Bierebo (Yevali),,,,bier1244,bnk
Mpotovoro_1009,Mpotovoro,,,,mpot1241,mvt
AkeiPenantsiro_1010,Akei (Penantsiro),,,,akei1237,tsr
Tutuba_1011,Tutuba,,,,tutu1241,tmi
Vunapu_1015,Vunapu,,,,vuna1239,vnp
Lakona_1019,Lakona,,,,lako1245,lkn
Lonwolwol_1026,Lonwolwol,,,,lonw1238,crc
Tangoa_1027,Tangoa,,,,tang1347,tgp
BieriaVowa_1031,Bieria (Vowa),,,,bier1246,brj
Koro_1032,Koro,,,,koro1308,krf
Baki_1033,Baki,,,,baki1244,bki
Larevat_1034,Larevat,,,,lare1249,lrv
Piamatsina_1036,Piamatsina,,,,piam1242,ptr
Amblong_1042,Amblong,,,,ambl1237,alm
MaloNorth_1048,Malo (North),,,,malo1243,mla
Lorediakarkar_1049,Lorediakarkar,,,,lore1244,lnn
NarangoNambel_1056,Narango (Nambel),,,,nara1263,nrg
VuresMosina_1065,Vurës (Mosina),,,,vure1239,msn
Aore_1068,Aore,,,,aore1237,aor
WusiValui_1072,Wusi (Valui),,,,wusi1237,wsi
Maii_1075,Maii,,,,maii1238,mmm
VeraaVatrata_1077,Vera'a (Vatrata),,,,vera1241,vra
MaewoCentralPeterara_1080,"Maewo, Central (Peterara)",,,,cent2058,mwo
TannaNorth_1083,"Tanna, North",,,,nort2847,tnn
Tambotalo_1084,Tambotalo,,,,tamb1253,tls
Marino_1086,Marino,,,,mari1426,mrb
Eton_1088,Eton,,,,eton1255,etn
ButmasTurButmas_1100,Butmas-Tur (Butmas),,,,butm1237,bnr
Morouas_1101,Morouas,,,,moro1286,mrp
LamenuNul_1103,Lamenu (Nul),,,,lewo1242,lww
Lamenu_1107,Lamenu,,,,lame1260,lmu
Tasmate_1108,Tasmate,,,,tasm1246,tmt
MwerlapMerlav_1111,Mwerlap (Merlav),,,,merl1237,mrm
NavutMatae_1113,Navut (Matae),,,,navu1237,nsw
Wailapa_1114,Wailapa,,,,wail1242,wlr
AmbaeEastWailengi_1116,"Ambae, East (Wailengi)",,,,east2443,omb
Tiale_1117,Tiale,,,,tial1239,mnl
Loyop_1123,Löyöp,,,,leha1244,urr
Mafea_1125,Mafea,,,,mafe1237,mkv
PortVato_1128,Port Vato,,,,port1286,ptv
AmbrymNorthFonah_1131,"Ambrym, North (Fonah)",,,,nort2839,mmg
Wetamut_1134,Wetamut,,,,weta1242,wwo
Valpei_1138,Valpei,,,,valp1237,vlp
WhitesandsIarkei_1139,Whitesands (Iarkei),,,,whit1269,tnp
AmbaeWestNgwatua_1144,"Ambae, West (Ngwatua)",,,,west2513,nnd
BaetoraNavenevene_1145,Baetora (Navenevene),,,,baet1237,btr
Polonombauk_1151,Polonombauk,,,,polo1242,plb
Tolomako_1152,Tolomako,,,,tolo1255,tlm
Toga_1153,Toga,,,,loto1240,lht
Nokuku_1166,Nokuku,,,,noku1237,nkk
Fortsenal_1167,Fortsenal,,,,fort1240,frt
Lehali_1168,Lehali,,,,leha1243,tql
VenenTautLeviamp_1169,V'ënen Taut (Leviamp),,,,bign1238,nmb
Nume_1172,Nume,,,,nume1241,tgs
SharkBay_1174,Shark Bay,,,,shar1244,ssv
Ulithian_1180,Ulithian,,,,ulit1238,uli
Houailou_1188,Houaïlou,,,,houa1234,aji
Bola_1202,Bola,,,,bola1250,bnp
Bulu_1203,Bulu,,,,bulu1253,bjl
Meramera_1205,Meramera,,,,mera1242,mxm
NindeLawa_1217,Ninde (Lawa),,,,labo1244,mwi
NatiWindua_1229,Na:ti (Windua),,,,nati1244,
NombotkoteUsusMelkin_1230,Nombotkote (Usus - Melkin),,,,lete1241,nms
NasarianWileventu_1237,Nasarian (Wileven tu),,,,nasa1240,nvh
AngavaeDixonReef_1238,Angavae (Dixon Reef),,,,dixo1238,dix
NeververLingarakSakan_1244,Neverver (Lingarak - Sakan),,,,ling1265,lgk
PangkumuDatisman_1246,Pangkumu (Datisman),,,,rere1240,pgk
UnuaNoferai_1247,Unua (Noferai),,,,unua1237,onu
TesmbolUsus_1251,Tesmbol (Usus),,,,aulu1238,aul
NititaKhatbol_1254,Nitita (Khatbol),,,,niti1249,
VaoTorono_1285,Vao (Torono),,,,vaoo1237,vao
SivitiBeterbuJericho_1286,"Siviti (Beterbu, Jericho)",,,,malu1245,mll
AuluaNetimb_1288,Aulua (Netimb),,,,aulu1238,aul
BurmbarFartavo_1292,Burmbar (Fartavo),,,,burm1263,vrt
NisvaiBlacksands_1293,Nisvai (Blacksands),,,,nisv1234,
atarxobuGunwar_1309,ßatarxobu (Gunwar),,,,malu1245,mll
Najit_1313,Najit,,,,malu1245,mll
AlavasWowoWowo1_1314,Alavas-Wowo (Wowo 1),,,,mpot1241,mvt
MbwenelangXoli_1316,Mbwenelang (Xoli),,,,bwen1239,
MaluaBayMarasup_1318,Malua Bay (Marasup),,,,malu1245,mll
TiraxMaeB_1319,Tirax (Mae B),,,,maee1241,mme
PortSandwichLamap1_1321,Port Sandwich (Lamap 1),,,,port1285,psw
WalaWorprevB_1325,Wala (Worprev B),,,,wala1267,upv
MangapMbula_1330,Mangap-Mbula,,,,mbul1263,mna
Tami_1333,Tami,,,,tami1290,tmy
MumengPatepdialect_1334,Mumeng (Patep dialect),,,,pate1247,ptp
Mangseng_1335,Mangseng,,,,mang1403,mbh
Bariai_1336,Bariai,,,,bari1286,bch
Label_1340,Label,,,,labe1239,lbb
Ramoaaina_1341,Ramoaaina,,,,ramo1244,rai
Sursurunga_1342,Sursurunga,,,,surs1246,sgz
Malalamai_1343,Malalamai,,,,mala1489,mmt
Wab_1346,Wab,,,,wabb1237,wab
Biliau_1347,Biliau,,,,awad1244,bcu
Roinji_1348,Roinji,,,,ronj1237,roe
BaliVitu_1349,Bali-Vitu,,,,unea1237,bbn
Nenaya_1350,Nenaya,,,,nana1258,met
Mindiri_1353,Mindiri,,,,mind1255,mpn
Sio_1355,Sio,,,,sioo1240,xsi
Malasanga_1356,Malasanga,,,,mala1487,mqz
Mutu_1358,Mutu,,,,mutu1242,tuc
Gitua_1359,Gitua,,,,gitu1237,ggt
Arop_1360,Arop,,,,arop1242,aps
Bebeli_1361,Bebeli,,,,bebe1252,bek
Irarutu_1364,Irarutu,,,,irar1238,irh
Drubea_1369,Drubea,,,,dumb1241,duf
Sori_1374,Sori,,,,sori1242,sbh
Lup_1375,Lup,,,,herm1237,llf
Ponam_1377,Ponam,,,,pona1250,ncc
Andra_1378,Andra,,,,andr1248,anx
Jiriw_1380,Jiriw,,,,nali1245,nss
Bujan_1382,Bujan,,,,kele1258,sbc
Mokaren_1383,Mokaren,,,,moke1240,mft
Bipi_1384,Bipi,,,,bipi1237,biq
Tulu_1386,Tulu,,,,tulu1259,rak
Pak_1387,Pak,,,,pakt1239,pkg
Baluan_1389,Baluan,,,,balu1257,blq
Avau_1391,Avau,,,,avau1237,avb
HoteMisimdialect_1392,Hote (Misim dialect),,,,hote1245,hot
Nyindrou_1393,Nyindrou,,,,nyin1250,lid
SissanoAropdialect_1394,Sissano (Arop dialect),,,,siss1243,sso
Akolet_1395,Akolet,,,,akol1237,akt
NaahaiMbatvanui16285_1396,Na'ahai (Mbatvanui) 162-85,,,,malf1237,mlx
AxambSmallIslandBrisbane16289_1398,Axamb (Small Island-Brisbane) 162-89,,,,axam1237,ahb
MandriFarun16291_1401,Mandri (Farun) 162-91,,,,nasv1234,
NasvangFarun16293_1404,Nasvang (Farun) 162-93,,,,nasv1234,
Navwien16287_1411,Navwien 162-87,,,,navw1234,
UliveoLurtes162107_1412,Uliveo (Lurtes) 162-107,,,,mask1242,klv
AvokAvok16299_1421,Avok (Avok) 162-99,,,,avok1244,
Anuki_1423,Anuki,,,,anuk1239,aui
SinaugoroBalawaiaDialect_1424,Sinaugoro (Balawaia Dialect),,,,bala1307,snc
Buhutu_1425,Buhutu,,,,buhu1237,bxh
Bunama_1426,Bunama,,,,buna1276,bdd
Bwaidoga_1427,Bwaidoga,,,,bwai1243,bwd
Dawawa_1428,Dawawa,,,,dawa1242,dww
Dobu_1429,Dobu,,,,dobu1241,dob
Gapapaiwa_1431,Gapapaiwa,,,,gapa1238,pwg
Ghayavi_1432,Ghayavi,,,,ghay1237,bmk
Hula_1434,Hula,,,,hula1239,hul
Iamalele_1435,Iamalele,,,,iama1237,yml
Iduna_1436,Iduna,,,,idun1242,viv
Koluwawa_1438,Koluwawa,,,,kolu1245,klx
Lala_1439,Lala,,,,lala1268,nrz
Minaveha_1441,Minaveha,,,,mina1269,mvn
Sewa_1454,Sewa,,,,sewa1251,sew
Tubetube_1458,Tubetube,,,,bwan1241,tte
Wedau_1459,Wedau,,,,weda1241,wed
Auhelawa_1460,'Auhelawa,,,,auhe1237,kud
Oyaoya_1461,'Oyaoya,,,,oyao1237,oyy
Paici_1479,Paicî,,,,paic1239,pri
NyelayuBelepDialect_1480,Nyelâyu (Belep Dialect),,,,nyal1254,yly
Aro_1484,Aro,,,,arho1237,aok
Ara_1485,Arʃa,,,,arha1237,aqr
Kapone_1489,Kapone,,,,nume1242,kdk
Moenebe_1491,Moeneᵐbeŋ,,,,caac1237,msq
Neku_1492,Neku,,,,neku1237,nek
Nmi_1495,Nɛmi,,,,nemi1240,nem
Pinje_1497,Pinje,,,,pije1237,piz
Poai_1498,Poai,,,,fwai1237,fwa
Poamei_1499,Poamei,,,,pwaa1237,pme
Poapoa_1500,Poapoã,,,,pwap1237,pop
Sirehe_1501,Sirehë,,,,zire1240,sih
Wamoa_1502,Wamoaŋ,,,,waam1236,wmn
camuki_1503,camuki,,,,cemu1238,cam
Ciri_1504,Ciri,,,,tiri1258,cir
ua_1505,ɲua,,,,yuag1237,nua
alasu_1506,ʝalasu,,,,bala1316,
Moaek_1507,ʰMoaekɛ,,,,vama1243,mkt
Moavek_1508,ʰMoavekɛ,,,,hmwa1243,mrk
Boewe_1511,ᵐBoewe,,,,orow1242,bpk
Aragur_1512,‘Aragùrɛ,,,,xara1243,axx
Aek_1513,’Aekɛ,,,,haek1239,aek
Avek_1514,’Avekɛ,,,,have1241,hvk
Mangaia_1626,Mangaia,,,,mang1402,rar
Nukumanu_1654,Nukumanu,,,,nuku1258,nuq
Bahing,Kiranti_Bahing,Eurasia,27.309472,86.430334,bahi1252,bhj
Bantawa,Kiranti_Bantawa,Eurasia,27.117894,87.049995,bant1281,bap
Bokar,Tani_Bokar,Eurasia,27.554547,93.15717,boka1249,
